total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L1_BW_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_HBM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
1.4400000000000004,1.3171626188713024,2,9.16616528594109,1.0932590853769897,9.574973374999997,0.0080198353,0.0,0.0,1.3021203834000004,0.007012266053654928,0.0,1.0134117647058824e-05,2.0833333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.491640041666665,0.0,90.425026625,1.4400000000000004,1.0
