region_id,estimation_id,name,time
992,0,time_by_compute,1.4328194831399356e-05
992,0,time_by_l1_bw,4.302521008403361e-08
992,0,time_by_l3_bw,0.0
992,0,time_by_gti_bw,0.0
992,0,time_by_hbm_bw,0.0
993,0,time_by_compute,1.4210547772575828e-05
993,0,time_by_l1_bw,4.302521008403361e-08
993,0,time_by_l3_bw,0.0
993,0,time_by_gti_bw,0.0
993,0,time_by_hbm_bw,0.0
994,0,time_by_compute,1.4116430125517004e-05
994,0,time_by_l1_bw,0.0
994,0,time_by_l3_bw,0.0
994,0,time_by_gti_bw,0.0
994,0,time_by_hbm_bw,0.0
995,0,time_by_compute,1.4069371301987592e-05
995,0,time_by_l1_bw,0.0
995,0,time_by_l3_bw,0.0
995,0,time_by_gti_bw,0.0
995,0,time_by_hbm_bw,0.0
829,0,time_by_compute,8.337405215992647e-06
829,0,time_by_l1_bw,0.0
829,0,time_by_l3_bw,0.0
829,0,time_by_gti_bw,0.0
829,0,time_by_hbm_bw,0.0
756,0,time_by_compute,0.00016257021176470588
756,0,time_by_l1_bw,6.210767348345589e-05
756,0,time_by_l3_bw,0.0
756,0,time_by_gti_bw,0.0
756,0,time_by_hbm_bw,0.0
975,0,time_by_compute,0.00016257021176470588
975,0,time_by_l1_bw,6.210767348345589e-05
975,0,time_by_l3_bw,0.0
975,0,time_by_gti_bw,0.0
975,0,time_by_hbm_bw,0.0
757,0,time_by_compute,0.0001625624588235294
757,0,time_by_l1_bw,6.20938134765625e-05
757,0,time_by_l3_bw,0.0
757,0,time_by_gti_bw,0.0
757,0,time_by_hbm_bw,0.0
764,0,time_by_compute,0.00016256123529411766
764,0,time_by_l1_bw,6.20936270680147e-05
764,0,time_by_l3_bw,0.0
764,0,time_by_gti_bw,0.0
764,0,time_by_hbm_bw,0.0
774,0,time_by_compute,0.00016256122352941178
774,0,time_by_l1_bw,6.20936270680147e-05
774,0,time_by_l3_bw,0.0
774,0,time_by_gti_bw,0.0
774,0,time_by_hbm_bw,0.0
976,0,time_by_compute,1.6352941176470589e-09
976,0,time_by_l1_bw,7.988855698529412e-09
976,0,time_by_l3_bw,0.0
976,0,time_by_gti_bw,0.0
976,0,time_by_hbm_bw,0.0
977,0,time_by_compute,1.6352941176470589e-09
977,0,time_by_l1_bw,7.988855698529412e-09
977,0,time_by_l3_bw,0.0
977,0,time_by_gti_bw,0.0
977,0,time_by_hbm_bw,0.0
978,0,time_by_compute,1.6352941176470589e-09
978,0,time_by_l1_bw,7.988855698529412e-09
978,0,time_by_l3_bw,0.0
978,0,time_by_gti_bw,0.0
978,0,time_by_hbm_bw,0.0
775,0,time_by_compute,1.6352941176470589e-09
775,0,time_by_l1_bw,7.782054227941177e-09
775,0,time_by_l3_bw,0.0
775,0,time_by_gti_bw,0.0
775,0,time_by_hbm_bw,0.0
1280,0,time_by_compute,4.117647058823529e-10
1280,0,time_by_l1_bw,0.0
1280,0,time_by_l3_bw,0.0
1280,0,time_by_gti_bw,0.0
1280,0,time_by_hbm_bw,0.0
807,0,time_by_compute,3.882352941176471e-10
807,0,time_by_l1_bw,0.0
807,0,time_by_l3_bw,0.0
807,0,time_by_gti_bw,0.0
807,0,time_by_hbm_bw,0.0
808,0,time_by_compute,3.882352941176471e-10
808,0,time_by_l1_bw,0.0
808,0,time_by_l3_bw,0.0
808,0,time_by_gti_bw,0.0
808,0,time_by_hbm_bw,0.0
809,0,time_by_compute,0.0
809,0,time_by_l1_bw,6.224149816176471e-10
809,0,time_by_l3_bw,0.0
809,0,time_by_gti_bw,0.0
809,0,time_by_hbm_bw,0.0
784,0,time_by_compute,0.0
784,0,time_by_l1_bw,5.91796875e-09
784,0,time_by_l3_bw,0.0
784,0,time_by_gti_bw,0.0
784,0,time_by_hbm_bw,0.0
