estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
36,992,16,"(512, 512)","(4, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
37,992,16,"(512, 512)","(4, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
38,992,16,"(512, 512)","(4, 64)",16384,1.947466541963465e-05,1540.4629221385005,Compute
39,992,16,"(512, 512)","(4, 128)",16384,1.947466541963465e-05,1540.4629221385005,Compute
40,992,16,"(512, 512)","(8, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
41,992,16,"(512, 512)","(8, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
42,992,16,"(512, 512)","(8, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
43,992,16,"(512, 512)","(8, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
44,992,16,"(512, 512)","(8, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
45,992,16,"(512, 512)","(8, 64)",16384,1.947466541963465e-05,1540.4629221385005,Compute
46,992,16,"(512, 512)","(16, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
47,992,16,"(512, 512)","(16, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
48,992,16,"(512, 512)","(16, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
49,992,16,"(512, 512)","(16, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
50,992,16,"(512, 512)","(16, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
51,992,16,"(512, 512)","(16, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
52,992,16,"(512, 512)","(32, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
53,992,16,"(512, 512)","(32, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
54,992,16,"(512, 512)","(32, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
55,992,16,"(512, 512)","(32, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
56,992,16,"(512, 512)","(32, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
57,992,16,"(512, 512)","(64, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
58,992,16,"(512, 512)","(64, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
59,992,16,"(512, 512)","(64, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
60,992,16,"(512, 512)","(64, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
61,992,16,"(512, 512)","(128, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
62,992,16,"(512, 512)","(128, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
63,992,16,"(512, 512)","(128, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
64,992,16,"(512, 512)","(256, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
65,992,16,"(512, 512)","(256, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
66,992,16,"(512, 512)","(512, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
67,992,32,"(512,)","(16,)",32,0.00036894237591911764,81.31351115540284,Trip_Count
68,992,32,"(512, 512)","(1, 16)",16384,3.380286025103401e-05,887.4988618480094,Compute
69,992,32,"(512,)","(32,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
70,992,32,"(512, 512)","(1, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
71,992,32,"(512,)","(64,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
72,992,32,"(512, 512)","(1, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
73,992,32,"(512,)","(128,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
74,992,32,"(512, 512)","(1, 128)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
75,992,32,"(512,)","(256,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
76,992,32,"(512, 512)","(1, 256)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
77,992,32,"(512,)","(512,)",16,0.00073273828125,40.9423129208182,Trip_Count
78,992,32,"(512, 512)","(1, 512)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
79,992,32,"(512, 512)","(2, 8)",16384,3.380286025103401e-05,887.4988618480094,Compute
80,992,32,"(512, 512)","(2, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
81,992,32,"(512, 512)","(2, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
82,992,32,"(512, 512)","(2, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
83,992,32,"(512, 512)","(2, 128)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
84,992,32,"(512, 512)","(2, 256)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
85,992,32,"(512, 512)","(4, 4)",16384,3.380286025103401e-05,887.4988618480094,Compute
86,992,32,"(512, 512)","(4, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
87,992,32,"(512, 512)","(4, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
88,992,32,"(512, 512)","(4, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
89,992,32,"(512, 512)","(4, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
90,992,32,"(512, 512)","(4, 128)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
91,992,32,"(512, 512)","(8, 2)",16384,3.380286025103401e-05,887.4988618480094,Compute
92,992,32,"(512, 512)","(8, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
93,992,32,"(512, 512)","(8, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
94,992,32,"(512, 512)","(8, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
95,992,32,"(512, 512)","(8, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
96,992,32,"(512, 512)","(8, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
97,992,32,"(512, 512)","(16, 1)",16384,3.380286025103401e-05,887.4988618480094,Compute
98,992,32,"(512, 512)","(16, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
99,992,32,"(512, 512)","(16, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
100,992,32,"(512, 512)","(16, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
101,992,32,"(512, 512)","(16, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
102,992,32,"(512, 512)","(16, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
103,992,32,"(512, 512)","(32, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
104,992,32,"(512, 512)","(32, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
105,992,32,"(512, 512)","(32, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
106,992,32,"(512, 512)","(32, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
107,992,32,"(512, 512)","(32, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
108,992,32,"(512, 512)","(64, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
109,992,32,"(512, 512)","(64, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
110,992,32,"(512, 512)","(64, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
111,992,32,"(512, 512)","(64, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
112,992,32,"(512, 512)","(128, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
113,992,32,"(512, 512)","(128, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
114,992,32,"(512, 512)","(128, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
115,992,32,"(512, 512)","(256, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
116,992,32,"(512, 512)","(256, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
117,992,32,"(512, 512)","(512, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
118,992,16,"(512,)","(16,)",32,0.00018704442325367647,160.3897057081082,Trip_Count
119,992,16,"(512, 512)","(1, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
120,992,16,"(512,)","(32,)",32,0.00018704442325367647,160.3897057081082,Trip_Count
121,992,16,"(512, 512)","(1, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
122,992,16,"(512,)","(64,)",32,0.00018704442325367647,160.3897057081082,Trip_Count
123,992,16,"(512, 512)","(1, 64)",16384,1.947466541963465e-05,1540.4629221385005,Compute
124,992,16,"(512,)","(128,)",32,0.00018704442325367647,160.3897057081082,Trip_Count
125,992,16,"(512, 512)","(1, 128)",16384,1.947466541963465e-05,1540.4629221385005,Compute
126,992,16,"(512,)","(256,)",32,0.00036894237591911764,81.31351115540284,Trip_Count
127,992,16,"(512, 512)","(1, 256)",16384,1.947466541963465e-05,1540.4629221385005,Compute
128,992,16,"(512,)","(512,)",32,0.00073273828125,40.9423129208182,Trip_Count
129,992,16,"(512, 512)","(1, 512)",16384,1.947466541963465e-05,1540.4629221385005,Compute
130,992,16,"(512, 512)","(2, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
131,992,16,"(512, 512)","(2, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
132,992,16,"(512, 512)","(2, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
133,992,16,"(512, 512)","(2, 64)",16384,1.947466541963465e-05,1540.4629221385005,Compute
134,992,16,"(512, 512)","(2, 128)",16384,1.947466541963465e-05,1540.4629221385005,Compute
135,992,16,"(512, 512)","(2, 256)",16384,1.947466541963465e-05,1540.4629221385005,Compute
136,992,16,"(512, 512)","(4, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
137,992,16,"(512, 512)","(4, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
138,992,16,"(512, 512)","(4, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
139,992,16,"(512, 512)","(4, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
140,992,16,"(512, 512)","(4, 64)",16384,1.947466541963465e-05,1540.4629221385005,Compute
141,992,16,"(512, 512)","(4, 128)",16384,1.947466541963465e-05,1540.4629221385005,Compute
142,992,16,"(512, 512)","(8, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
143,992,16,"(512, 512)","(8, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
144,992,16,"(512, 512)","(8, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
145,992,16,"(512, 512)","(8, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
146,992,16,"(512, 512)","(8, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
147,992,16,"(512, 512)","(8, 64)",16384,1.947466541963465e-05,1540.4629221385005,Compute
148,992,16,"(512, 512)","(16, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
149,992,16,"(512, 512)","(16, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
150,992,16,"(512, 512)","(16, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
151,992,16,"(512, 512)","(16, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
152,992,16,"(512, 512)","(16, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
153,992,16,"(512, 512)","(16, 32)",16384,1.947466541963465e-05,1540.4629221385005,Compute
154,992,16,"(512, 512)","(32, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
155,992,16,"(512, 512)","(32, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
156,992,16,"(512, 512)","(32, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
157,992,16,"(512, 512)","(32, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
158,992,16,"(512, 512)","(32, 16)",16384,1.947466541963465e-05,1540.4629221385005,Compute
159,992,16,"(512, 512)","(64, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
160,992,16,"(512, 512)","(64, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
161,992,16,"(512, 512)","(64, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
162,992,16,"(512, 512)","(64, 8)",16384,1.947466541963465e-05,1540.4629221385005,Compute
163,992,16,"(512, 512)","(128, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
164,992,16,"(512, 512)","(128, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
165,992,16,"(512, 512)","(128, 4)",16384,1.947466541963465e-05,1540.4629221385005,Compute
166,992,16,"(512, 512)","(256, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
167,992,16,"(512, 512)","(256, 2)",16384,1.947466541963465e-05,1540.4629221385005,Compute
168,992,16,"(512, 512)","(512, 1)",16384,1.947466541963465e-05,1540.4629221385005,Compute
169,992,32,"(512,)","(16,)",32,0.00036894237591911764,81.31351115540284,Trip_Count
170,992,32,"(512, 512)","(1, 16)",16384,3.380286025103401e-05,887.4988618480094,Compute
171,992,32,"(512,)","(32,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
172,992,32,"(512, 512)","(1, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
173,992,32,"(512,)","(64,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
174,992,32,"(512, 512)","(1, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
175,992,32,"(512,)","(128,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
176,992,32,"(512, 512)","(1, 128)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
177,992,32,"(512,)","(256,)",16,0.00036894237591911764,81.31351115540284,Trip_Count
178,992,32,"(512, 512)","(1, 256)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
179,992,32,"(512,)","(512,)",16,0.00073273828125,40.9423129208182,Trip_Count
180,992,32,"(512, 512)","(1, 512)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
181,992,32,"(512, 512)","(2, 8)",16384,3.380286025103401e-05,887.4988618480094,Compute
182,992,32,"(512, 512)","(2, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
183,992,32,"(512, 512)","(2, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
184,992,32,"(512, 512)","(2, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
185,992,32,"(512, 512)","(2, 128)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
186,992,32,"(512, 512)","(2, 256)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
187,992,32,"(512, 512)","(4, 4)",16384,3.380286025103401e-05,887.4988618480094,Compute
188,992,32,"(512, 512)","(4, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
189,992,32,"(512, 512)","(4, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
190,992,32,"(512, 512)","(4, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
191,992,32,"(512, 512)","(4, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
192,992,32,"(512, 512)","(4, 128)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
193,992,32,"(512, 512)","(8, 2)",16384,3.380286025103401e-05,887.4988618480094,Compute
194,992,32,"(512, 512)","(8, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
195,992,32,"(512, 512)","(8, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
196,992,32,"(512, 512)","(8, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
197,992,32,"(512, 512)","(8, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
198,992,32,"(512, 512)","(8, 64)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
199,992,32,"(512, 512)","(16, 1)",16384,3.380286025103401e-05,887.4988618480094,Compute
200,992,32,"(512, 512)","(16, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
201,992,32,"(512, 512)","(16, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
202,992,32,"(512, 512)","(16, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
203,992,32,"(512, 512)","(16, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
204,992,32,"(512, 512)","(16, 32)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
205,992,32,"(512, 512)","(32, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
206,992,32,"(512, 512)","(32, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
207,992,32,"(512, 512)","(32, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
208,992,32,"(512, 512)","(32, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
209,992,32,"(512, 512)","(32, 16)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
210,992,32,"(512, 512)","(64, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
211,992,32,"(512, 512)","(64, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
212,992,32,"(512, 512)","(64, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
213,992,32,"(512, 512)","(64, 8)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
214,992,32,"(512, 512)","(128, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
215,992,32,"(512, 512)","(128, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
216,992,32,"(512, 512)","(128, 4)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
217,992,32,"(512, 512)","(256, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
218,992,32,"(512, 512)","(256, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
219,992,32,"(512, 512)","(512, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
220,993,16,"(512,)","(16,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
221,993,16,"(512,)","(32,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
222,993,16,"(512,)","(64,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
223,993,16,"(512,)","(128,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
224,993,16,"(512,)","(256,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
225,993,16,"(512,)","(512,)",32,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
226,993,32,"(512,)","(16,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
227,993,32,"(512,)","(32,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
228,993,32,"(512,)","(64,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
229,993,32,"(512,)","(128,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
230,993,32,"(512,)","(256,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
231,993,32,"(512,)","(512,)",16,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
232,993,16,"(512,)","(16,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
233,993,16,"(512,)","(32,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
234,993,16,"(512,)","(64,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
235,993,16,"(512,)","(128,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
236,993,16,"(512,)","(256,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
237,993,16,"(512,)","(512,)",32,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
238,993,32,"(512,)","(16,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
239,993,32,"(512,)","(32,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
240,993,32,"(512,)","(64,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
241,993,32,"(512,)","(128,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
242,993,32,"(512,)","(256,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
243,993,32,"(512,)","(512,)",16,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
244,995,16,"(89,)","(16,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
245,995,16,"(89,)","(32,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
246,995,16,"(89,)","(64,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
247,995,16,"(89,)","(128,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
248,995,32,"(89,)","(16,)",6,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
249,995,32,"(89,)","(32,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
250,995,32,"(89,)","(64,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
251,995,32,"(89,)","(128,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
252,995,16,"(89,)","(16,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
253,995,16,"(89,)","(32,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
254,995,16,"(89,)","(64,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
255,995,16,"(89,)","(128,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
256,995,32,"(89,)","(16,)",6,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
257,995,32,"(89,)","(32,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
258,995,32,"(89,)","(64,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
259,995,32,"(89,)","(128,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
260,983,16,"(512,)","(16,)",32,0.0002587262580422794,46.351831819251494,"Trip_Count, Latencies"
261,983,16,"(512, 192)","(1, 16)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
262,983,16,"(512,)","(32,)",32,0.0002587262580422794,46.351831819251494,"Trip_Count, Latencies"
263,983,16,"(512, 192)","(1, 32)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
264,983,16,"(512,)","(64,)",32,0.0002587262580422794,46.351831819251494,"Trip_Count, Latencies"
265,983,16,"(512, 192)","(1, 64)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
266,983,16,"(512,)","(128,)",32,0.0002587262580422794,46.351831819251494,"Trip_Count, Latencies"
267,983,16,"(512, 192)","(1, 128)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
268,983,16,"(512,)","(256,)",32,0.0002721607513786765,44.06379663213847,"Trip_Count, Latencies"
269,983,16,"(512, 192)","(1, 256)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
270,983,16,"(512,)","(512,)",32,0.0002990297380514706,40.10449287801536,"Trip_Count, Latencies"
271,983,16,"(512, 192)","(2, 8)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
272,983,16,"(512, 192)","(2, 16)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
273,983,16,"(512, 192)","(2, 32)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
274,983,16,"(512, 192)","(2, 64)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
275,983,16,"(512, 192)","(2, 128)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
276,983,16,"(512, 192)","(2, 256)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
277,983,16,"(512, 192)","(4, 4)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
278,983,16,"(512, 192)","(4, 8)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
279,983,16,"(512, 192)","(4, 16)",6144,1.9822384248621326e-05,604.9946287785281,"Latencies, Compute"
