region_id,estimation_id,level_name,traffic,read_traffic,write_traffic,bandwidth,read_bandwidth,write_bandwidth,bandwidth_utilization,read_bandwidth_utilization,write_bandwidth_utilization,traffic_defined_time,traffic_defined_read_time,traffic_defined_write_time,bytes_ck,read_bytes_ck,write_bytes_ck
705,0,l1,1048576,0,1048576,73017827495.58157,0.0,73017827495.58157,0.001498035129488527,0.0,0.002996070258977054,4.302521008403361e-08,0.0,4.302521008403361e-08,42.95166323269505,0.0,42.95166323269505
705,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0,l1,1048576,0,1048576,73017827495.58157,0.0,73017827495.58157,0.001498035129488527,0.0,0.002996070258977054,4.302521008403361e-08,0.0,4.302521008403361e-08,42.95166323269505,0.0,42.95166323269505
706,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,0,l1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,0,l1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0,l1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,0,l1,46427,27364,19063,26373076529.61248,15544249384.11519,10828827145.497292,0.007574987514249908,0.00446468559975735,0.0062206038289851166,1.33349609375e-08,7.859604779411764e-09,1.095071231617647e-08,15.51357442918381,9.143676108303053,6.369898320880759
551,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,0,l1,46427,27364,19063,26373076529.61248,15544249384.11519,10828827145.497292,0.007574987514249908,0.00446468559975735,0.0062206038289851166,1.33349609375e-08,7.859604779411764e-09,1.095071231617647e-08,15.51357442918381,9.143676108303053,6.369898320880759
691,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,0,l1,24313,20573,3740,13811114430.492348,11686589774.133965,2124524656.3583837,0.003966887187066966,0.003356672154794912,0.0012204300645441083,6.9832835477941175e-09,5.909064797794118e-09,2.1484375e-09,8.124184959113146,6.874464573019979,1.2497203860931667
692,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,0,l1,24313,20573,3740,13811114430.492348,11686589774.133965,2124524656.3583837,0.003966887187066966,0.003356672154794912,0.0012204300645441083,6.9832835477941175e-09,5.909064797794118e-09,2.1484375e-09,8.124184959113146,6.874464573019979,1.2497203860931667
693,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0,l1,24313,20573,3740,13811114430.492348,11686589774.133965,2124524656.3583837,0.003966887187066966,0.003356672154794912,0.0012204300645441083,6.9832835477941175e-09,5.909064797794118e-09,2.1484375e-09,8.124184959113146,6.874464573019979,1.2497203860931667
694,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0,l1,23565,19825,3740,13386209499.22067,11261684842.862288,2124524656.3583837,0.003844844180612555,0.0032346291483405006,0.0012204300645441083,6.768439797794118e-09,5.6942210477941175e-09,2.1484375e-09,7.874240881894512,6.624520495801345,1.2497203860931667
552,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,0,l1,19077,16085,2992,10836779911.59061,9137160186.503904,1699619725.0867069,0.00311258614188609,0.0026244141160684468,0.0009763440516352866,5.479377297794118e-09,4.620002297794118e-09,1.71875e-09,6.374576418582712,5.374800109708178,0.9997763088745334
561,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,0,hbm,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
