total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L1_BW_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_HBM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
0.88,0.7500290786592041,2,4951.31911108743,1.1732878431502143,14.772406409090909,0.0,0.0,0.0,0.7500028236,1.6120941557042736e-05,0.0,1.0134117647058824e-05,3.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3633155,0.0,0.0,0.0,85.2275935909091,0.88,1.0
