estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
218,705,32,"(512, 512)","(256, 2)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
219,705,32,"(512, 512)","(512, 1)",8192,2.2340304385914524e-05,1342.8644248426124,Compute
220,706,16,"(512,)","(16,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
221,706,16,"(512,)","(32,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
222,706,16,"(512,)","(64,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
223,706,16,"(512,)","(128,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
224,706,16,"(512,)","(256,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
225,706,16,"(512,)","(512,)",32,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
226,706,32,"(512,)","(16,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
227,706,32,"(512,)","(32,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
228,706,32,"(512,)","(64,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
229,706,32,"(512,)","(128,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
230,706,32,"(512,)","(256,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
231,706,32,"(512,)","(512,)",16,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
232,706,16,"(512,)","(16,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
233,706,16,"(512,)","(32,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
234,706,16,"(512,)","(64,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
235,706,16,"(512,)","(128,)",32,0.002758545599724265,10.875296026644873,"Launch_Tax, Trip_Count"
236,706,16,"(512,)","(256,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
237,706,16,"(512,)","(512,)",32,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
238,706,32,"(512,)","(16,)",32,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
239,706,32,"(512,)","(32,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
240,706,32,"(512,)","(64,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
241,706,32,"(512,)","(128,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
242,706,32,"(512,)","(256,)",16,0.0029404406112132353,10.202552598952815,"Launch_Tax, Trip_Count"
243,706,32,"(512,)","(512,)",16,0.0033042306341911766,9.07926937350229,"Launch_Tax, Trip_Count"
244,708,16,"(89,)","(16,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
245,708,16,"(89,)","(32,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
246,708,16,"(89,)","(64,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
247,708,16,"(89,)","(128,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
248,708,32,"(89,)","(16,)",6,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
249,708,32,"(89,)","(32,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
250,708,32,"(89,)","(64,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
251,708,32,"(89,)","(128,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
252,708,16,"(89,)","(16,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
253,708,16,"(89,)","(32,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
254,708,16,"(89,)","(64,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
255,708,16,"(89,)","(128,)",6,1.320242297647059,0.022723101701457468,"Launch_Tax, Trip_Count, Latencies"
256,708,32,"(89,)","(16,)",6,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
257,708,32,"(89,)","(32,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
258,708,32,"(89,)","(64,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
259,708,32,"(89,)","(128,)",3,1.3212831635294118,0.02270520114693961,"Launch_Tax, Trip_Count, Latencies"
260,699,16,"(48629,)","(16,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
261,699,16,"(48629, 9)","(1, 16)",48629,1.604e-05,623.4413965087282,"Latencies, Compute"
262,699,16,"(48629,)","(32,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
263,699,16,"(48629,)","(64,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
264,699,16,"(48629,)","(128,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
265,699,16,"(48629,)","(256,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
266,699,16,"(48629,)","(512,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
267,699,16,"(48629, 9)","(2, 8)",48630,1.604e-05,623.4413965087282,"Latencies, Compute"
268,699,16,"(48629, 9)","(2, 16)",48629,1.604e-05,623.4413965087282,"Latencies, Compute"
269,699,16,"(48629, 9)","(4, 4)",36474,1.5475882352941176e-05,646.166711011441,"Latencies, Compute"
270,699,16,"(48629, 9)","(4, 8)",36473,1.5475882352941176e-05,646.166711011441,"Latencies, Compute"
271,699,16,"(48629, 9)","(4, 16)",36472,1.5475882352941176e-05,646.166711011441,"Latencies, Compute"
272,699,16,"(48629, 9)","(8, 2)",30395,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
273,699,16,"(48629, 9)","(8, 4)",30395,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
274,699,16,"(48629, 9)","(8, 8)",30394,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
275,699,16,"(48629, 9)","(8, 16)",30393,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
276,699,16,"(48629, 9)","(16, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
277,699,16,"(48629, 9)","(16, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
278,699,16,"(48629, 9)","(16, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
279,699,16,"(48629, 9)","(16, 8)",27355,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
280,699,16,"(48629, 9)","(16, 16)",27354,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
281,699,16,"(48629, 9)","(32, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
282,699,16,"(48629, 9)","(32, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
283,699,16,"(48629, 9)","(32, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
284,699,16,"(48629, 9)","(32, 8)",27355,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
285,699,16,"(48629, 9)","(32, 16)",27354,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
286,699,16,"(48629, 9)","(64, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
287,699,16,"(48629, 9)","(64, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
288,699,16,"(48629, 9)","(64, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
289,699,16,"(48629, 9)","(64, 8)",27355,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
290,699,16,"(48629, 9)","(128, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
291,699,16,"(48629, 9)","(128, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
292,699,16,"(48629, 9)","(128, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
293,699,16,"(48629, 9)","(256, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
294,699,16,"(48629, 9)","(256, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
295,699,16,"(48629, 9)","(512, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
296,699,32,"(48629,)","(16,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
297,699,32,"(48629, 9)","(1, 16)",48629,1.9729411764705883e-05,506.8574836016696,Compute
298,699,32,"(48629,)","(32,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
299,699,32,"(48629,)","(64,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
300,699,32,"(48629,)","(128,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
301,699,32,"(48629,)","(256,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
302,699,32,"(48629,)","(512,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
303,699,32,"(48629, 9)","(2, 8)",48630,1.9729411764705883e-05,506.8574836016696,Compute
304,699,32,"(48629, 9)","(2, 16)",24315,1.604e-05,623.4413965087282,"Latencies, Compute"
305,699,32,"(48629, 9)","(4, 4)",36474,1.837470588235294e-05,544.2263981816436,Compute
306,699,32,"(48629, 9)","(4, 8)",24316,1.604e-05,623.4413965087282,"Latencies, Compute"
307,699,32,"(48629, 9)","(4, 16)",24315,1.604e-05,623.4413965087282,"Latencies, Compute"
308,699,32,"(48629, 9)","(8, 2)",30395,1.7223529411764706e-05,580.6010928961749,"Latencies, Compute"
309,699,32,"(48629, 9)","(8, 4)",18237,1.3507058823529413e-05,740.3536277327759,"Launch_Tax, Compute"
310,699,32,"(48629, 9)","(8, 8)",18237,1.3507058823529413e-05,740.3536277327759,"Launch_Tax, Compute"
311,699,32,"(48629, 9)","(8, 16)",18236,1.3507058823529413e-05,740.3536277327759,"Launch_Tax, Compute"
312,699,32,"(48629, 9)","(16, 1)",27360,1.6631764705882354e-05,601.2591073070665,"Latencies, Compute"
313,699,32,"(48629, 9)","(16, 2)",15200,1.2980000000000001e-05,770.4160246533128,"Launch_Tax, Latencies, Compute"
314,699,32,"(48629, 9)","(16, 4)",15198,1.2980000000000001e-05,770.4160246533128,"Launch_Tax, Latencies, Compute"
315,699,32,"(48629, 9)","(16, 8)",15198,1.2980000000000001e-05,770.4160246533128,"Launch_Tax, Latencies, Compute"
316,699,32,"(48629, 9)","(16, 16)",15197,1.2980000000000001e-05,770.4160246533128,"Launch_Tax, Latencies, Compute"
317,699,32,"(48629, 9)","(32, 1)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
318,699,32,"(48629, 9)","(32, 2)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
319,699,32,"(48629, 9)","(32, 4)",13678,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
320,699,32,"(48629, 9)","(32, 8)",13678,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
321,699,32,"(48629, 9)","(32, 16)",13677,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
322,699,32,"(48629, 9)","(64, 1)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
323,699,32,"(48629, 9)","(64, 2)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
324,699,32,"(48629, 9)","(64, 4)",13678,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
325,699,32,"(48629, 9)","(64, 8)",13678,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
326,699,32,"(48629, 9)","(128, 1)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
327,699,32,"(48629, 9)","(128, 2)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
328,699,32,"(48629, 9)","(128, 4)",13678,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
329,699,32,"(48629, 9)","(256, 1)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
330,699,32,"(48629, 9)","(256, 2)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
331,699,32,"(48629, 9)","(512, 1)",13680,1.2129411764705883e-05,824.4422890397672,"Launch_Tax, Latencies, Compute"
332,699,16,"(48629,)","(16,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
333,699,16,"(48629, 9)","(1, 16)",48629,1.604e-05,623.4413965087282,"Latencies, Compute"
334,699,16,"(48629,)","(32,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
335,699,16,"(48629,)","(64,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
336,699,16,"(48629,)","(128,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
337,699,16,"(48629,)","(256,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
338,699,16,"(48629,)","(512,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
339,699,16,"(48629, 9)","(2, 8)",48630,1.604e-05,623.4413965087282,"Latencies, Compute"
340,699,16,"(48629, 9)","(2, 16)",48629,1.604e-05,623.4413965087282,"Latencies, Compute"
341,699,16,"(48629, 9)","(4, 4)",36474,1.5475882352941176e-05,646.166711011441,"Latencies, Compute"
342,699,16,"(48629, 9)","(4, 8)",36473,1.5475882352941176e-05,646.166711011441,"Latencies, Compute"
343,699,16,"(48629, 9)","(4, 16)",36472,1.5475882352941176e-05,646.166711011441,"Latencies, Compute"
344,699,16,"(48629, 9)","(8, 2)",30395,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
345,699,16,"(48629, 9)","(8, 4)",30395,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
346,699,16,"(48629, 9)","(8, 8)",30394,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
347,699,16,"(48629, 9)","(8, 16)",30393,1.4851764705882354e-05,673.3206590621039,"Launch_Tax, Latencies, Compute"
348,699,16,"(48629, 9)","(16, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
349,699,16,"(48629, 9)","(16, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
350,699,16,"(48629, 9)","(16, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
351,699,16,"(48629, 9)","(16, 8)",27355,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
352,699,16,"(48629, 9)","(16, 16)",27354,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
353,699,16,"(48629, 9)","(32, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
354,699,16,"(48629, 9)","(32, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
355,699,16,"(48629, 9)","(32, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
356,699,16,"(48629, 9)","(32, 8)",27355,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
357,699,16,"(48629, 9)","(32, 16)",27354,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
358,699,16,"(48629, 9)","(64, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
359,699,16,"(48629, 9)","(64, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
360,699,16,"(48629, 9)","(64, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
361,699,16,"(48629, 9)","(64, 8)",27355,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
362,699,16,"(48629, 9)","(128, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
363,699,16,"(48629, 9)","(128, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
364,699,16,"(48629, 9)","(128, 4)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
365,699,16,"(48629, 9)","(256, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
366,699,16,"(48629, 9)","(256, 2)",27356,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
367,699,16,"(48629, 9)","(512, 1)",27360,1.4523529411764706e-05,688.537869582827,"Launch_Tax, Latencies, Compute"
368,699,32,"(48629,)","(16,)",3040,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
369,699,32,"(48629, 9)","(1, 16)",48629,1.9729411764705883e-05,506.8574836016696,Compute
370,699,32,"(48629,)","(32,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
371,699,32,"(48629,)","(64,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
372,699,32,"(48629,)","(128,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
373,699,32,"(48629,)","(256,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
374,699,32,"(48629,)","(512,)",1520,1.376250884240415e-05,726.6117039059512,"Launch_Tax, Latencies, L1_BW"
375,699,32,"(48629, 9)","(2, 8)",48630,1.9729411764705883e-05,506.8574836016696,Compute
376,699,32,"(48629, 9)","(2, 16)",24315,1.604e-05,623.4413965087282,"Latencies, Compute"
377,699,32,"(48629, 9)","(4, 4)",36474,1.837470588235294e-05,544.2263981816436,Compute
378,699,32,"(48629, 9)","(4, 8)",24316,1.604e-05,623.4413965087282,"Latencies, Compute"
379,699,32,"(48629, 9)","(4, 16)",24315,1.604e-05,623.4413965087282,"Latencies, Compute"
380,699,32,"(48629, 9)","(8, 2)",30395,1.7223529411764706e-05,580.6010928961749,"Latencies, Compute"
381,699,32,"(48629, 9)","(8, 4)",18237,1.3507058823529413e-05,740.3536277327759,"Launch_Tax, Compute"
382,699,32,"(48629, 9)","(8, 8)",18237,1.3507058823529413e-05,740.3536277327759,"Launch_Tax, Compute"
383,699,32,"(48629, 9)","(8, 16)",18236,1.3507058823529413e-05,740.3536277327759,"Launch_Tax, Compute"
